Observation,power,water,hotwater,prediction,gas,electricity,heating
4841,-6734.527439969495,5289.333112273589,0.4858295432920977,1,0.9401,0.7127,0.5597
709,-5719.040796948825,580.2885826382319,0.44635000000000463,1,0.7991,0.6052,0.0614
7653,-3661.370330167994,517.9153105631125,0.24074999999999402,0,0.4459,0.3875,0.0548
2782,-9245.814454287394,3032.558939228153,0.507649999999996,0,0.9997,0.9784,0.3209
8020,-4435.544910918339,8062.867908256341,0.1137999999999949,1,0.0952,0.4694,0.8532
10197,-8877.704903723434,1239.8910479175247,0.1908999999999847,0,0.3382,0.9395,0.1312
9236,-6960.246168262566,4334.806559220798,0.3512499999999938,0,0.6789,0.7366,0.4587
1265,-1790.2771679144125,30.41537433945182,0.098149999999999,1,0.1467,0.1895,0.0032
6818,,1248.3935532004955,0.1329999999999941,1,0.1482,,0.1321
2778,,4773.387887142848,0.0554499999999995,1,0.0861,,0.5051
34,-8136.230720708756,5958.394456570116,0.21345000000000042,1,0.4151,0.861,0.6305
8263,-3910.9134184684717,4911.372495066598,0.012949999999997,1,0.0081,0.4139,0.5197
3537,,2287.014809421044,0.066350000000007,0,0.1083,,0.242
6488,-7695.685269390488,7708.62502146589,0.0323999999999905,1,0.0628,0.8144,0.8157
7995,-3214.569796962972,6088.733970909003,0.5192000000000023,1,0.891,0.3402,0.6443
4257,-2335.318917722653,8019.5029701433805,0.07065000000000471,1,0.1179,0.2472,0.8486
1450,-4662.227718464228,4599.482134691,0.10889999999999529,1,0.2138,0.4934,0.4867
1353,-6263.147535058958,7784.22045731452,0.1499999999999999,1,0.2054,0.6628,0.8237
4063,-3721.0160671487897,330.9566943377543,0.343049999999993,1,0.6771,0.3938,0.035
4326,-4094.880699599506,9156.332642967145,0.29554999999999243,1,0.5419,0.4334,0.9689
6396,-5725.4216631493055,8636.491120772525,0.41512745098039994,0,0.8112,0.6059,0.9139
9442,-6788.454039206934,7658.575701466174,0.0448500000000071,1,0.0867,0.7184,0.8104
8790,,3310.414778471866,0.0548999999999962,0,0.0852,,0.3503
598,-8992.141319194485,821.2316656557385,0.269349999999997,0,0.4935,0.9516,0.0869
9269,-8840.00443579912,,0.39690000000000547,1,0.6736,0.9355,
8340,-7928.378147125024,4832.7898241236435,0.2583,0,0.5166,0.839,0.5114
4443,-4603.80699318154,3905.7344482798244,0.2041999999999938,0,0.4062,0.4872,0.4133
7249,-6781.083945622071,842.9592347122194,0.0925,0,0.185,0.7176,0.0892
9150,-866.9607388630247,4398.1056429940245,0.1629500000000066,0,0.2767,0.0918,0.4654
7199,,8161.121224859561,0.1327500000000005,0,0.2629,,0.8636
9861,-7752.4959712769605,6893.860637696907,0.0468999999999986,0,0.0896,0.8204,0.7295
8006,-3280.5306158305225,8373.77445693383,0.42884999999999684,0,0.7971,0.3472,0.8861
5798,-2398.1696897977727,8031.665122218782,0.4744499999999896,0,0.9461,0.2538,0.8499
3259,,3144.065219604882,0.16925000000000381,0,0.3083,,0.3327
2763,-7344.340917694361,640.7443313171354,0.3162000000000007,1,0.5202,0.7772,0.0678
3897,,6084.105012418464,0.31545,1,0.6309,,0.6438
4444,-8889.435044100726,7215.182715053583,0.3728500000000062,0,0.7419,0.9407,0.7635
10247,-9096.08260598635,8706.434574667803,0.35530000000001466,0,0.708,0.9626,0.9213
7460,-1793.9372147068443,4643.819984502071,0.508649999999998,1,0.9455,0.1899,0.4914
3056,-8102.410299576873,5460.286391667269,0.0200000000000014,0,0.0382,0.8574,0.5778
4657,-4611.255221875822,3678.016604963516,0.22435908658420578,0,0.4372,0.488,0.3892
1242,-5443.836932676736,5979.110336627877,0.3405503067484719,0,0.6582,0.5761,0.6327
744,-1159.2493535783558,9328.219072022777,0.3906499999999991,1,0.7013,0.1227,0.9871
6683,-8253.432171274131,1427.9144758409907,0.1987,0,0.3974,0.8734,0.1511
6848,-2156.0066950821583,4799.846214689869,0.41505000000000347,1,0.8179,0.2282,0.5079
8467,-2088.045852818392,2774.564245644705,0.12249999999999481,0,0.2436,0.221,0.2936
471,-4555.701396578038,5605.8418931758815,0.43014999999999304,1,0.7507,0.4821,0.5932
2259,-7576.803795428897,6558.389584868613,0.18425,0,0.3685,0.8018,0.694
6470,,44.416149811069886,0.36635,0,0.7327,,0.0047
5111,-4236.147442617578,4894.2250845006565,0.059400000000002895,0,0.1152,0.4483,0.5179
9467,-4939.426146009833,2369.1443271564285,0.35905,0,0.7181,0.5227,0.2507
10145,-6373.47390373758,5306.311284875686,0.565049999999984,1,0.9701,0.6745,0.5615
977,-417.57517056367817,6664.272195056695,,1,,0.0442,0.7052
6847,-7067.1924901487555,8226.368232029005,0.0763499999999979,0,0.0869,0.7479,0.8705
8527,-6674.69263543399,7109.365004865502,0.1495,1,0.2228,0.7064,0.7523
2813,-5400.491854686474,2397.520578099665,0.2804500000000025,0,0.5509,0.5715,0.2537
3590,-4892.920572802548,774.012080750345,0.3163999999999962,0,0.6082,0.5178,0.0819
8647,-2648.287789796358,2163.177576968913,0.4755500000000002,1,0.8629,0.2803,0.2289
9812,-7671.869976937792,,0.3193499999999994,1,0.6199,0.8119,
5265,-2420.2699705523614,837.3746645235723,0.2184500000000023,1,0.4359,0.2562,0.0886
6775,-6421.69950034108,3816.000036959577,0.1680499999999978,1,0.2001,0.6796,0.4038
146,-4321.218495447287,6152.986866380338,0.19509999999999872,1,0.258,0.4573,0.6511
8815,-3178.129352434873,,0.17260000000000258,1,0.3322,0.3364,
366,,4955.641344877667,0.16805,0,0.3361,,0.5244
2332,-2785.624486021999,8385.113997311126,0.236099999999998,1,0.376,0.2948,0.8873
3748,-607.3225218833603,2058.2767784789394,0.3438500000000099,1,0.5895,0.0643,0.2178
8303,,279.7553626399294,0.4802499999999984,0,0.9409,,0.0296
1847,-6452.139874680533,9187.442229004706,0.26859999999999873,0,0.4782,0.6828,0.9722
5659,-5554.068761478056,1773.820257348471,0.1398,1,0.2796,0.5878,0.1877
273,-6264.947558455175,7403.3375429770485,0.09634999999999921,1,0.0427,0.663,0.7834
1913,,8957.822086364493,0.3135000000000036,0,0.6118,,0.9479
6258,-7597.374052787271,7328.681518826526,0.2867500000000035,1,0.5613,0.804,0.7755
8297,,9448.251157682478,0.3680999999999975,1,0.6884,,0.9998
2068,,,0.1628000000000006,0,0.314,,
1723,-7266.6299584495155,377.2038675450399,0.4762499999999984,1,0.9085,0.769,0.0399
2887,-1583.409606028789,8460.724833159755,0.1114000000000003,0,0.1804,0.1676,0.8953
9593,-8081.080042218499,9280.963887117387,0.0658999999999929,1,0.1288,0.8552,0.9821
2744,,2992.1364362095146,0.39994999999999914,1,0.7961,,0.3166
5080,-3332.2062592264556,1796.5536381030595,0.47604999999999303,1,0.9431,0.3527,0.1901
3397,-2804.5347199841563,6899.539007885554,0.0486500000000015,0,0.0925,0.2968,0.7301
9078,,4942.428181104157,0.3390999999999958,1,0.574,,0.523
6628,-9207.89398636308,4365.019633560249,0.2012999999999987,0,0.3924,0.9744,0.4619
2860,,7912.615748257191,0.2669499999999982,1,0.4501,,0.8373
1208,-7079.397642224158,,0.33420000000000016,1,0.6564,0.7492,
3450,-2055.0204433846156,3009.871558473564,0.18505,0,0.3701,0.2175,0.3185
4895,,5285.518327517314,0.45199999999999346,0,0.8924,,0.5593
9234,-8357.133458065997,7021.46531694147,0.18390000000001142,1,0.2892,0.8844,0.743
7589,-626.7377675436253,2818.080883757667,0.17685000000000659,1,0.3045,0.0664,0.2982
8430,-6896.740384489338,1501.6603882934046,0.3778000000000013,1,0.7324,0.7299,0.1589
8994,-555.9518901855353,5786.331627514483,0.1148999999999995,1,0.1562,0.0589,0.6123
1300,-5116.888345254113,7317.258478449233,0.10514999999999661,1,0.0885,0.5415,0.7743
5214,-7756.196018069392,953.5504033908403,0.0849499999999956,0,0.0991,0.8208,0.1009
580,-337.1991762245096,552.8403433931037,0.23825,0,0.4765,0.0357,0.0585
8620,-5044.082444499807,5614.330498458851,0.36584999999999424,1,0.5865,0.5338,0.5941
4413,,5003.845741481168,0.0042,0,0.0084,,0.5295
4718,-2584.205129434443,8693.193686821978,0.32315908658420583,0,0.6348,0.2735,0.9199
3119,-5391.0017377053955,704.9854267884706,0.4318999999999963,0,0.8546,0.5705,0.0746
8333,-3912.853441864687,4400.951278088348,0.12535000000000052,0,0.2207,0.4141,0.4657
1148,-3001.8121648887013,4371.659415447004,0.06854999999999631,0,0.1279,0.3177,0.4626
9834,-9232.004290513883,3380.475644131849,0.40944999999999815,1,0.7899,0.977,0.3577
8610,-630.734481002723,7668.818563478693,,0,,0.0668,0.8115
4394,-421.19521735610954,,0.27155,0,0.5431,0.0446,
7662,-2066.40058376191,2712.199573569585,0.21295,0,0.4259,0.2187,0.287
797,-7158.19361316711,7736.819272409127,0.2528999999999964,0,0.4936,0.7575,0.8187
1260,,8480.53497882002,0.45455,0,0.9091,,0.8974
7750,-8141.350790897403,3718.6315320544663,0.2395500000000002,1,0.4671,0.8616,0.3935
2290,,3818.7922720539004,0.12095,0,0.2419,,0.4041
8222,-1340.6815996150667,751.4380999957561,0.30389999999999495,1,0.567,0.1419,0.0795
2907,,5879.862785627163,0.4607,0,0.9214,,0.6222
2898,-4108.450863373017,9282.031998815493,0.2609499999999958,1,0.4909,0.4348,0.9822
5834,-5596.954287892911,8406.824066367606,0.08175,0,0.1635,0.5923,0.8896
9618,-7350.745999581117,184.29368113103456,0.16460000000000957,0,0.2704,0.7779,0.0195
9613,,2291.6533679115832,0.3143,0,0.6286,,0.2425
3291,-6265.147558455174,3559.892366772344,0.1703999999999992,1,0.206,0.663,0.3767
7127,-8594.4873460337,5112.537317326576,0.14948900804288728,0,0.2768,0.9095,0.541
5670,-1119.518862257825,8674.306476932134,0.0408000000000035,0,0.0206,0.1185,0.9179
1954,,5443.330181101327,0.5018999999999965,1,0.9124,,0.576
4152,-5892.732949400674,3415.3047769618397,0.1275500000000035,0,0.2429,0.6236,0.3614
8216,-1620.850073953104,8935.192605609906,0.45094999999999447,1,0.8149,0.1716,0.9455
4389,-6767.71378184856,2045.0153147054295,0.22320000000001278,0,0.4422,0.7162,0.2164
2586,-971.9270373529977,1498.002241500973,0.2148999999999963,1,0.3992,0.1029,0.1585
1668,,2117.7712154597352,0.42945,0,0.8589,,0.2241
3647,-921.8814173532803,1029.1315392394697,0.13060000000000432,0,0.2558,0.0976,0.1089
2690,,8078.914807124175,0.3662000000000015,0,0.7246,,0.8549
8432,-131.62163773510142,2231.2917192326795,0.4045500000000013,1,0.7371,0.014,0.2361
5589,-6948.916027885272,4868.755868651743,0.28225000000000194,1,0.5601,0.7354,0.5152
8199,-1965.3843320643675,3042.9474679073396,0.3103999999999913,1,0.528,0.208,0.322
3115,-5165.043941857613,3724.3436022431133,0.5458999999999998,1,0.9942,0.5466,0.3941
5120,-4026.9498573357396,403.6360950920602,0.32045,1,0.6409,0.4262,0.0427
2224,-3151.294013189745,8893.583290893159,0.33205,0,0.6641,0.3335,0.9411
7409,,7961.724256558799,0.2798499999999979,1,0.5427,,0.8425
8505,-7890.24767920071,4557.082808276146,0.1602500000000074,1,0.2507,0.835,0.4822
5866,-1962.1292969700444,4943.395392802265,0.247350000000001,0,0.4621,0.2077,0.5231
6676,-555.4068784874274,1103.7915633899916,0.16765000000000171,0,0.3155,0.0588,0.1168
10326,-6593.991629396713,4343.283364503768,0.0437000000000105,0,0.0782,0.6978,0.4596
2269,-4045.405079599789,,0.45295,0,0.9059,0.4281,
7337,,2356.8802750810264,0.24889999999999912,1,0.3934,,0.2494
9252,-1965.404332064368,3238.5650894156684,0.1650500000000071,0,0.3271,0.208,0.3427
6849,-5019.442140349002,7901.386007879896,0.38185000000000424,1,0.6881,0.5312,0.8361
5451,-2573.6818656458363,1968.4703671586922,0.2251500000000114,0,0.4479,0.2724,0.2083
477,-4253.822664881628,1179.3858992386208,0.14315000000000377,0,0.2835,0.4502,0.1248
8858,-4898.4606429911955,1184.1068577291603,0.4544000000000066,1,0.7834,0.5184,0.1253
8885,-2307.468566779417,4850.745046387694,0.13685,0,0.2737,0.2442,0.5133
8668,-8933.590593911798,4700.497486388543,0.3741999999999993,1,0.6594,0.9454,0.4974
8746,-6347.233576190558,7364.480163354626,0.0485,0,0.097,0.6717,0.7793
7250,-2012.544916969762,8211.206644859278,0.4553,0,0.9106,0.213,0.8689
4297,-5330.510989026491,,0.2995999999999995,0,0.5958,0.5641,
1080,-8124.920580331462,3780.9918041295855,0.35545,0,0.7109,0.8598,0.4001
1065,-8609.511581460798,60.604048678903645,0.2384500000000045,1,0.4137,0.9111,0.0064
7851,-6554.211138076183,5056.775096575209,0.510050000000005,1,0.8811,0.6936,0.5351
2533,-6594.946641094821,8707.339486365909,0.32295,0,0.6459,0.6979,0.9214
4997,,6066.986601852522,0.4769499999999987,0,0.9437,,0.642
8638,-7428.951970524069,9434.07078221086,0.1262000000000015,1,0.2446,0.7862,0.9983
2993,-5565.60890185535,7849.379764483964,0.245449999999999,1,0.4657,0.589,0.8306
8633,-4174.441682240567,3644.0407079039446,0.4890499999999942,1,0.8817,0.4418,0.3856
5790,-9153.728319570931,6067.029901852522,0.42939999999999867,1,0.7724,0.9687,0.642
7432,,5032.287292424405,0.35259999999999503,1,0.643,,0.5325
4224,,9449.183069380586,0.3963499999999977,0,0.7877,,0.9999
8512,-3074.478065643007,2801.1236731917247,0.2894999999999913,1,0.5624,0.3254,0.2964
10085,-8625.726780328632,5098.3509112919555,0.5165000000000048,1,0.9488,0.9128,0.5395
5081,-6581.336477321311,2511.8817935707166,0.31895000000000306,0,0.6223,0.6965,0.2658
1153,-1383.2271260299208,739.014847920354,0.41994999999999943,1,0.6961,0.1464,0.0782
1739,-8291.162639198446,4702.497209784758,0.1558500000000033,1,0.3085,0.8774,0.4976
4808,-3758.854670182524,8443.7105985215,0.0199090865842058,0,0.0283,0.3978,0.8935
1556,-3185.304434321628,5730.55943732612,0.1866,0,0.3732,0.3371,0.6064
6268,,2293.562691307799,0.0672500000000093,0,0.1151,,0.2427
1902,-1401.2823482939702,2904.0309482854827,0.35755,0,0.7151,0.1483,0.3073
8617,-4763.39397016177,3934.09259922306,0.46065000000000683,0,0.9089,0.5041,0.4163
206,,7904.18254297422,0.3445499999999992,1,0.6641,,0.8364
6154,-7610.824216560781,6573.528772038339,0.3603499999999925,1,0.6167,0.8054,0.6956
9537,,7248.3163244873585,0.1096999999999927,1,0.1034,,0.767
6365,-3736.172038632241,2553.450820052169,0.3849774509803999,0,0.7509,0.3954,0.2702
7722,-3833.302459223626,7410.893136561912,0.2395499999999908,1,0.4103,0.4057,0.7842
1879,-5456.047544874838,4374.488150541327,0.4265500000000052,0,0.7997,0.5774,0.4629
99,-8463.184768254077,6683.136229018853,0.1644000000000002,1,0.2162,0.8956,0.7072
9752,-414.25013546935503,6628.362350528596,0.36319999999999775,0,0.688,0.0439,0.7014
3212,-687.6285162225288,1020.628833956499,0.1958000000000002,0,0.3552,0.0728,0.108
4039,-7185.708952412238,6983.647849017155,0.454,0,0.908,0.7604,0.739
2669,-3666.5253886585338,9039.98190409988,0.1268,0,0.2536,0.388,0.9566
6672,-2136.3114494218926,7479.789690523787,0.22125000000000788,1,0.2999,0.2261,0.7915
5478,-853.4705750895138,7206.712309770612,0.24849999999999572,1,0.4202,0.0904,0.7626
7127,-1346.2476215463412,3599.5735886558773,0.4330890080428873,0,0.844,0.1425,0.3809
9371,,1217.1750671629359,0.0695,0,0.139,,0.1288
1098,-4882.445444123361,7327.770307128419,0.4603500000000037,1,0.8721,0.5167,0.7754
7545,-8573.6211369327,5678.777193930187,0.1203500000000035,1,0.2011,0.9073,0.6009
2697,-630.7878143360567,4797.981091293653,0.4325500000000039,1,0.8075,0.0668,0.5077
2927,,3569.3479837534223,0.3556000000000034,0,0.6806,,0.3777
7646,-1788.647144518197,7728.314367126156,0.4961499999999925,0,0.9859,0.1893,0.8178
10118,-6854.764858074484,9033.378622213124,0.4637499999999865,0,0.9129,0.7254,0.9559
1238,-3987.5739058925096,7500.579170581545,0.3738003067484648,0,0.7247,0.422,0.7937
130,-2293.173391307799,8008.135829766086,0.1980499999999991,1,0.3893,0.2427,0.8474
8274,-8788.883804101293,8772.719093535352,0.0811499999999887,1,0.1039,0.9301,0.9283
1724,,671.9965173546951,0.16425,1,0.3285,,0.0711
9404,-8902.545207874238,569.8675539590453,0.39414999999999434,0,0.7347,0.9421,0.0603
3928,-987.1572245227238,7.608693584862977,0.373849999999996,0,0.7077,0.1045,0.0008
9692,-5223.224667140302,8659.148689762407,0.0732999999999982,1,0.139,0.5528,0.9163
2340,,7857.772269766934,0.37565,0,0.7513,,0.8315
7187,,7751.016147880746,0.5081500000000002,0,0.9769,,0.8202
7682,-6642.167226000214,7553.490202976201,0.5365999999999898,1,0.9668,0.7029,0.7993
4855,-3679.1555524320434,1569.801330557171,0.5008000000000129,1,0.9426,0.3894,0.1661
5335,-1450.5379682936873,2906.0227716816985,0.3140500000000022,1,0.5843,0.1536,0.3075
1566,-8628.531815422955,3281.0968158305227,0.1239999999999983,1,0.1368,0.9131,0.3472
6363,-4976.972398247874,64.29000723604096,0.0181774509803857,0,0.0173,0.5267,0.0068
2346,-7674.715012032116,190.06665131968177,0.1247999999999956,1,0.2276,0.8122,0.0201
8290,,7811.609396559649,0.1582999999999932,1,0.2742,,0.8266
2805,-8271.42739353818,8662.93193655484,0.36514999999999914,0,0.7235,0.8753,0.9167
1691,-1119.5188622578253,9277.232740324955,0.3837000000000007,0,0.7254,0.1185,0.9817
6545,-1354.656775086685,5122.90851544276,0.07444999999999949,0,0.1455,0.1434,0.5421
9329,,4928.365705632539,0.0311999999999985,1,0.0154,,0.5215
3787,-1294.1960264077813,917.6725588627412,0.29934999999999456,0,0.5819,0.137,0.0971
5034,-503.9062467896023,8070.416701841205,0.3152999999999957,1,0.63,0.0534,0.854
1305,-671.483317354695,2973.188902247357,0.5004999999999968,1,0.9862,0.0711,0.3146
3673,-7661.814848258606,4079.659700731672,0.3092999999999958,1,0.5358,0.8108,0.4317
8071,-6004.104329777402,972.4922373529977,0.137199999999997,1,0.1804,0.6354,0.1029
5045,-604.4774867890366,8618.519286743769,0.0381500000000092,0,0.0629,0.064,0.912
4275,-8160.176013161453,,0.18255,1,0.3651,0.8635,
4790,-1470.0363373652644,2691.4243921389,0.30050908658420583,0,0.5895,0.1556,0.2848
10175,-7020.051905243362,3985.1605309208853,0.0360000000000141,0,0.0506,0.7429,0.4217
5084,-8952.390827873955,7554.452214674308,0.254,0,0.508,0.9474,0.7994
3376,,5778.748233929622,0.0070000000000029,0,0.0074,,0.6115
5050,-7812.606719955864,1066.0091954656768,0.23775,1,0.4755,0.8268,0.1128
9833,-6964.9112267531045,6910.982048262848,0.439299999999998,1,0.8342,0.7371,0.7313
3317,-1607.194898481486,4844.154464500938,0.4296999999999984,1,0.791,0.1701,0.5126
5180,-8464.544791650294,2496.738706400991,0.18920000000000328,1,0.3782,0.8958,0.2642
2824,-3804.2870965822826,2606.355763381504,0.4528499999999982,0,0.8981,0.4026,0.2758
1977,-54.710678490256285,2155.57168338405,0.45025,0,0.9005,0.0058,0.2281
5568,-8669.227318441595,9400.053461078978,0.0895499999999994,0,0.1603,0.9174,0.9947
7386,-1584.104617726897,6337.258447511373,0.10560000000000469,1,0.1878,0.1677,0.6706
3140,-2057.030466780832,8292.497250896553,0.1199999999999973,0,0.2286,0.2177,0.8775
8637,-4283.028027522972,879.8246909384264,0.1563500000000029,1,0.2817,0.4533,0.0931
10168,-6188.751610908437,5897.833907891213,0.2318500000000136,1,0.3961,0.6549,0.6241
10031,-3017.0323520584266,133.26474943320954,0.17589999999998218,0,0.3152,0.3193,0.0141
5610,-8333.278165613301,9304.680579570082,0.2888500000000064,1,0.5619,0.8819,0.9846
5766,-4675.617882237739,1481.7783426331391,0.0052,0,0.0104,0.4948,0.1568
1178,-4610.382075068295,105.84741018808138,0.2155000000000029,1,0.3482,0.4879,0.0112
558,-5596.1692761948025,2069.575618856234,0.0144,0,0.0288,0.5922,0.219
8030,-5220.959632045979,8919.97381844018,0.2854500000000052,0,0.5663,0.5525,0.9439
3690,,8461.774144857862,0.1109000000000022,1,0.2054,,0.8954
7212,-6819.819425244494,6674.6422904025485,0.5162499999999912,1,0.9223,0.7217,0.7063
230,-7814.201731653972,9448.226957682478,0.0532,0,0.1064,0.8269,0.9998
5433,-9328.252983720886,3481.458295829391,0.3614,1,0.7228,0.9872,0.3684
9957,-4223.682290542176,6059.439408267659,0.3901500000000113,0,0.7077,0.447,0.6412
2403,-9065.187219948792,5859.08962826879,0.3148499999999973,1,0.5207,0.9593,0.62
3426,,7145.333749393601,0.1388000000000026,1,0.2616,,0.7561
775,-6976.661367130399,6288.143039209764,0.46150000000000074,1,0.8322,0.7383,0.6654
7472,-7611.449228258888,2287.910421119152,0.3941999999999982,0,0.732,0.8055,0.2421
2246,-2051.2703965921846,4425.489782239152,0.08235,0,0.1647,0.2171,0.4683
1111,-8239.066995802514,4916.018053557137,0.3307499999999975,1,0.5679,0.8719,0.5202
6925,-2725.0437373430955,1769.0726988579315,0.3215,0,0.643,0.2884,0.1872
2900,-1646.7153898020165,6409.093136567571,0.45115000000000277,0,0.9017,0.1743,0.6782
4645,-6197.929862998935,1319.2674064862736,0.38770908658420583,0,0.7639,0.6559,0.1396
3076,-7280.050122223025,8197.986281085767,0.2930499999999983,0,0.5755,0.7704,0.8675
8289,,9027.788952024475,0.060700000000001295,0,0.0768,,0.9553
3254,,1332.4750943320955,0.36269999999999913,0,0.7216,,0.141
9737,-1225.360172445906,2169.877358855668,0.1196499999999952,1,0.1925,0.1297,0.2296
6280,-7091.76279429956,3833.1777475255185,0.3044500000000009,1,0.5609,0.7505,0.4056
827,-7302.810402977615,6634.93693241535,0.29419999999999874,0,0.5812,0.7728,0.7021
10263,-2293.323391307799,2036.5048094224585,0.418500000000011,0,0.8038,0.2427,0.2155
2188,-1657.1505184812029,3080.7570358316543,0.19740000000000002,1,0.2912,0.1754,0.326
6147,-9036.876869005555,316.5896188661363,0.2173500000000034,0,0.4285,0.9563,0.0335
1307,,348.73331660180384,0.2855000000000032,0,0.5494,,0.0369
9067,-3235.3800543213447,5828.840553929338,0.1563999999999995,0,0.3094,0.3424,0.6168
8039,-6826.20450713125,6142.623137701151,0.3446999999999882,1,0.6122,0.7224,0.65
5126,-6306.548073171921,4417.017876956182,0.4595499999999912,0,0.9085,0.6674,0.4674
1806,,7498.677724485944,0.04415,0,0.0883,,0.7935
9431,-3096.4033346994875,8839.664924101011,0.1364000000000006,0,0.2368,0.3277,0.9354
6713,-3075.5030773411154,8353.912411273566,0.4277999999999957,0,0.855,0.3255,0.884
5263,,4635.376579219099,0.38914999999999617,1,0.7263,,0.4905
2013,,1734.1257660279402,0.2311499999999954,0,0.4523,,0.1835
3840,-994.8073181075865,2449.4831214955975,0.2803,0,0.5606,0.1053,0.2592
3176,-5283.050404121099,4036.24906261871,0.0752499999999936,1,0.1085,0.5591,0.4271
2792,-6967.121250149321,924.3768407494963,0.0660000000000006,1,0.1234,0.7373,0.0978
2371,-1120.173873955933,784.3804094295317,0.48745000000000066,0,0.9359,0.1186,0.083
5792,,5806.189573174749,0.4910500000000058,0,0.9749,,0.6144
9308,-2362.654256967781,7222.766508638445,0.26064999999999455,1,0.5045,0.2501,0.7643
3106,-4208.99210337245,8631.73685051728,0.3068,0,0.6136,0.4454,0.9134
2756,-7313.055531656802,2497.6868180990987,0.3252999999999997,0,0.6412,0.7739,0.2643
7999,-7209.879256563045,6109.564828267376,0.5367999999999928,1,0.9944,0.763,0.6465
6845,-7837.567024106669,760.7689169768349,0.4683499999999905,1,0.7883,0.8294,0.0805
2347,,432.8307577334042,0.1103000000000051,0,0.2006,,0.0458
2767,-6481.435237321876,2156.672295082158,0.4470999999999972,1,0.8918,0.6859,0.2282
8317,-1899.273513196818,1663.22058866985,0.49695,0,0.9939,0.201,0.176
2666,-2873.5005739460307,7032.808257318764,0.2749000000000037,1,0.4768,0.3041,0.7442
9591,-8988.691272402055,4608.836351672079,0.2704499999999987,0,0.5307,0.9512,0.4877
127,-8968.70602674179,7808.686561465325,0.2306000000000007,1,0.3612,0.9491,0.8263
7928,-1996.2297181019276,6755.007518075051,0.4055500000000038,1,0.7321,0.2113,0.7148
1389,-9291.56002749468,5474.454667138888,0.3771000000000006,1,0.7426,0.9833,0.5793
2106,-8468.714838442726,4077.8740773354566,0.0381999999999974,1,0.0346,0.8962,0.4315
5874,-3064.0429369638205,8441.813599197598,0.37754999999999733,0,0.7467,0.3243,0.8933
5850,-7651.964731277526,2455.1652916842445,0.3709500000000066,1,0.7415,0.8098,0.2598
7947,-4960.911415066315,,0.1259499999999977,1,0.0945,0.525,
2081,-8176.546223727393,5415.9605418562005,0.418300000000002,1,0.7774,0.8653,0.5731
7552,-6596.9566644910365,8438.019452405166,0.4458000000000041,1,0.822,0.6981,0.8929
423,-6857.849893168808,2844.485211304687,0.0964,0,0.1928,0.7257,0.301
1141,-3254.3902882835023,4471.928155446439,0.2626499999999971,1,0.4741,0.3444,0.4732
1530,-8995.296354288808,1214.348532068612,0.400499999999999,0,0.8002,0.9519,0.1285
2649,-2159.7167418745894,4298.935514692698,0.26355,1,0.4235,0.2286,0.4549
5580,,519.7955339593282,0.1267499999999944,1,0.2213,,0.055
8119,-5704.575621477208,4719.419220350699,0.2658999999999919,0,0.5066,0.6037,0.4994
4349,-5805.931873174749,1695.3707864055177,0.3469999999999969,0,0.6822,0.6144,0.1794
5073,-8377.55371542437,8402.263007877067,0.3406500000000035,1,0.6691,0.8866,0.8891
1142,-987.1772245227236,2406.1118833826354,0.1388499999999972,1,0.2723,0.1045,0.2546
960,,7025.2346637339015,0.5563499999999997,1,0.9783,,0.7434
4930,,1571.7383539533869,0.1417000000000039,1,0.2746,,0.1663
1807,-1119.3488622578252,8495.719465989747,0.4441000000000014,1,0.7888,0.1185,0.899
6272,-5548.37869128941,5113.518298461682,0.3458000000000033,1,0.5664,0.5872,0.5411
7465,-1521.15883395367,2319.0587071567115,0.1562,0,0.3124,0.161,0.2454
4634,-8602.984634683462,2169.777934783356,0.0506590865842058,0,0.0898,0.9104,0.2296
62,-9130.613027118234,3000.4121414924853,0.4234,0,0.8468,0.9662,0.3175
2730,-9427.066700324105,1484.7408777274627,0.1848000000000006,1,0.3366,0.9976,0.1571
4157,-8539.740715800815,5816.554501853936,0.4815499999999981,0,0.9615,0.9037,0.6155
3449,-6569.471325245909,1770.9528222541473,0.2697000000000066,0,0.539,0.6952,0.1874
3020,-3414.66227696184,8050.5716561809395,0.27589999999999465,0,0.5076,0.3614,0.8519
4820,-7813.899866763391,2872.866638175611,0.09960908658420581,0,0.1877,0.8269,0.304
2845,-8170.47114184064,4176.006693938675,0.2672,0,0.5344,0.8646,0.4419
6176,-8689.837575799967,2867.284392059276,0.048699999999994095,1,0.0832,0.9196,0.3034
7568,-7053.772326375246,3177.174529038657,0.0671499999999952,1,0.0875,0.7465,0.3362
1545,,3051.6053731903107,0.1996499999999935,1,0.2901,,0.3229
7984,-6670.37757694345,7439.1741875051475,0.3464500000000011,0,0.6329,0.7059,0.7872
5145,-9391.781267494114,8630.985738819172,0.4479000000000015,1,0.888,0.9939,0.9133
8266,,4903.784101481735,0.4096500000000015,1,0.8115,,0.5189
4450,-3167.209212057578,8282.246822217368,0.3049999999999997,1,0.6006,0.3352,0.8764
7686,-1210.2199852761805,1668.8906588584975,0.47455,0,0.9491,0.1281,0.1766
9881,-7219.499373544122,8987.066549005838,0.3490000000000104,0,0.6734,0.764,0.951
13,-5870.332668646085,7997.634001086899,0.44195,0,0.8839,0.6212,0.8463
5530,-350.7093516961274,,0.2585000000000019,1,0.5126,0.0372,
